"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week"
"950324",40350,"UIC-Halsted","08/03/2017","W",3788,2017-08-03,8,"Aug",2017,3,"Thursday"
"950417",40350,"UIC-Halsted","12/19/2008","W",2601,2008-12-19,12,"Dec",2008,19,"Friday"
"950488",40350,"UIC-Halsted","10/20/2005","W",7108,2005-10-20,10,"Oct",2005,20,"Thursday"
"950559",40350,"UIC-Halsted","01/21/2016","W",7635,2016-01-21,1,"Jan",2016,21,"Thursday"
"950577",40350,"UIC-Halsted","04/17/2006","W",5806,2006-04-17,4,"Apr",2006,17,"Monday"
"950775",40350,"UIC-Halsted","10/08/2014","W",8264,2014-10-08,10,"Oct",2014,8,"Wednesday"
"950781",40350,"UIC-Halsted","10/02/2017","W",8278,2017-10-02,10,"Oct",2017,2,"Monday"
"950844",40350,"UIC-Halsted","01/26/2014","U",1489,2014-01-26,1,"Jan",2014,26,"Sunday"
"951023",40350,"UIC-Halsted","12/12/2015","A",2117,2015-12-12,12,"Dec",2015,12,"Saturday"
"951231",40350,"UIC-Halsted","04/30/2004","W",5493,2004-04-30,4,"Apr",2004,30,"Friday"
"951525",40350,"UIC-Halsted","09/11/2009","W",6651,2009-09-11,9,"Sep",2009,11,"Friday"
"951656",40350,"UIC-Halsted","03/20/2011","U",1259,2011-03-20,3,"Mar",2011,20,"Sunday"
"951740",40350,"UIC-Halsted","04/14/2005","W",6049,2005-04-14,4,"Apr",2005,14,"Thursday"
"951851",40350,"UIC-Halsted","08/11/2017","W",3035,2017-08-11,8,"Aug",2017,11,"Friday"
"952055",40350,"UIC-Halsted","07/22/2009","W",3367,2009-07-22,7,"Jul",2009,22,"Wednesday"
"952333",40350,"UIC-Halsted","10/02/2002","W",7219,2002-10-02,10,"Oct",2002,2,"Wednesday"
"952438",40350,"UIC-Halsted","08/27/2014","W",8313,2014-08-27,8,"Aug",2014,27,"Wednesday"
"952560",40350,"UIC-Halsted","11/12/2010","W",7122,2010-11-12,11,"Nov",2010,12,"Friday"
"952663",40350,"UIC-Halsted","10/28/2014","W",7662,2014-10-28,10,"Oct",2014,28,"Tuesday"
"952728",40350,"UIC-Halsted","12/06/2011","W",5787,2011-12-06,12,"Dec",2011,6,"Tuesday"
"952902",40350,"UIC-Halsted","05/03/2003","A",1647,2003-05-03,5,"May",2003,3,"Saturday"
"952949",40350,"UIC-Halsted","04/13/2011","W",6737,2011-04-13,4,"Apr",2011,13,"Wednesday"
"952985",40350,"UIC-Halsted","07/05/2001","W",2950,2001-07-05,7,"Jul",2001,5,"Thursday"
"953369",40350,"UIC-Halsted","11/29/2007","W",5809,2007-11-29,11,"Nov",2007,29,"Thursday"
"953373",40350,"UIC-Halsted","07/06/2001","W",3064,2001-07-06,7,"Jul",2001,6,"Friday"
"953464",40350,"UIC-Halsted","12/02/2011","W",7175,2011-12-02,12,"Dec",2011,2,"Friday"
"953466",40350,"UIC-Halsted","04/30/2016","A",2012,2016-04-30,4,"Apr",2016,30,"Saturday"
"953712",40350,"UIC-Halsted","06/01/2006","W",3710,2006-06-01,6,"Jun",2006,1,"Thursday"
"953735",40350,"UIC-Halsted","12/06/2003","A",1670,2003-12-06,12,"Dec",2003,6,"Saturday"
"954005",40350,"UIC-Halsted","01/27/2008","U",1007,2008-01-27,1,"Jan",2008,27,"Sunday"
"954095",40350,"UIC-Halsted","04/07/2001","A",1226,2001-04-07,4,"Apr",2001,7,"Saturday"
"954258",40350,"UIC-Halsted","04/15/2009","W",5560,2009-04-15,4,"Apr",2009,15,"Wednesday"
"954290",40350,"UIC-Halsted","09/14/2010","W",7434,2010-09-14,9,"Sep",2010,14,"Tuesday"
"954342",40350,"UIC-Halsted","09/04/2007","W",6740,2007-09-04,9,"Sep",2007,4,"Tuesday"
"954349",40350,"UIC-Halsted","09/23/2006","A",1805,2006-09-23,9,"Sep",2006,23,"Saturday"
"954395",40350,"UIC-Halsted","11/16/2009","W",5918,2009-11-16,11,"Nov",2009,16,"Monday"
"954609",40350,"UIC-Halsted","11/01/2007","W",6312,2007-11-01,11,"Nov",2007,1,"Thursday"
"954802",40350,"UIC-Halsted","01/30/2006","W",6375,2006-01-30,1,"Jan",2006,30,"Monday"
"954923",40350,"UIC-Halsted","01/02/2004","W",1618,2004-01-02,1,"Jan",2004,2,"Friday"
"955110",40350,"UIC-Halsted","09/03/2015","W",8070,2015-09-03,9,"Sep",2015,3,"Thursday"
"955328",40350,"UIC-Halsted","05/09/2008","W",4412,2008-05-09,5,"May",2008,9,"Friday"
"955439",40350,"UIC-Halsted","04/25/2004","U",971,2004-04-25,4,"Apr",2004,25,"Sunday"
"955458",40350,"UIC-Halsted","04/28/2011","W",6553,2011-04-28,4,"Apr",2011,28,"Thursday"
"955568",40350,"UIC-Halsted","01/15/2005","A",1194,2005-01-15,1,"Jan",2005,15,"Saturday"
"955676",40350,"UIC-Halsted","08/13/2014","W",3257,2014-08-13,8,"Aug",2014,13,"Wednesday"
"956075",40350,"UIC-Halsted","12/07/2015","W",5769,2015-12-07,12,"Dec",2015,7,"Monday"
"956081",40350,"UIC-Halsted","09/12/2011","W",7954,2011-09-12,9,"Sep",2011,12,"Monday"
"956149",40350,"UIC-Halsted","03/17/2013","U",2041,2013-03-17,3,"Mar",2013,17,"Sunday"
"956368",40350,"UIC-Halsted","10/28/2005","W",7369,2005-10-28,10,"Oct",2005,28,"Friday"
"956489",40350,"UIC-Halsted","03/19/2015","W",6882,2015-03-19,3,"Mar",2015,19,"Thursday"
"956622",40350,"UIC-Halsted","12/06/2013","W",7190,2013-12-06,12,"Dec",2013,6,"Friday"
"957112",40350,"UIC-Halsted","07/20/2017","W",3896,2017-07-20,7,"Jul",2017,20,"Thursday"
"957127",40350,"UIC-Halsted","08/02/2005","W",2689,2005-08-02,8,"Aug",2005,2,"Tuesday"
"957200",40350,"UIC-Halsted","12/09/2005","W",4705,2005-12-09,12,"Dec",2005,9,"Friday"
"957849",40350,"UIC-Halsted","03/30/2003","U",944,2003-03-30,3,"Mar",2003,30,"Sunday"
"957922",40350,"UIC-Halsted","04/26/2001","W",4250,2001-04-26,4,"Apr",2001,26,"Thursday"
"958055",40350,"UIC-Halsted","03/03/2008","W",5185,2008-03-03,3,"Mar",2008,3,"Monday"
"958192",40350,"UIC-Halsted","10/05/2016","W",8546,2016-10-05,10,"Oct",2016,5,"Wednesday"
"958446",40350,"UIC-Halsted","08/15/2004","U",714,2004-08-15,8,"Aug",2004,15,"Sunday"
"958504",40350,"UIC-Halsted","11/08/2002","W",6370,2002-11-08,11,"Nov",2002,8,"Friday"
"958604",40350,"UIC-Halsted","07/30/2011","A",1871,2011-07-30,7,"Jul",2011,30,"Saturday"
"958823",40350,"UIC-Halsted","03/11/2017","A",2681,2017-03-11,3,"Mar",2017,11,"Saturday"
"958893",40350,"UIC-Halsted","06/12/2010","A",1465,2010-06-12,6,"Jun",2010,12,"Saturday"
"958921",40350,"UIC-Halsted","03/21/2003","W",2673,2003-03-21,3,"Mar",2003,21,"Friday"
"958943",40350,"UIC-Halsted","05/01/2015","W",6683,2015-05-01,5,"May",2015,1,"Friday"
"958992",40350,"UIC-Halsted","03/31/2005","W",5789,2005-03-31,3,"Mar",2005,31,"Thursday"
"959080",40350,"UIC-Halsted","05/13/2009","W",2707,2009-05-13,5,"May",2009,13,"Wednesday"
"959894",40350,"UIC-Halsted","05/24/2003","A",1063,2003-05-24,5,"May",2003,24,"Saturday"
"959946",40350,"UIC-Halsted","04/07/2002","U",915,2002-04-07,4,"Apr",2002,7,"Sunday"
"959954",40350,"UIC-Halsted","11/14/2002","W",6676,2002-11-14,11,"Nov",2002,14,"Thursday"
"960051",40350,"UIC-Halsted","04/03/2016","U",1960,2016-04-03,4,"Apr",2016,3,"Sunday"
"960579",40350,"UIC-Halsted","07/26/2009","U",987,2009-07-26,7,"Jul",2009,26,"Sunday"
"960623",40350,"UIC-Halsted","01/21/2010","W",6079,2010-01-21,1,"Jan",2010,21,"Thursday"
"960774",40350,"UIC-Halsted","01/28/2017","A",1963,2017-01-28,1,"Jan",2017,28,"Saturday"
"960908",40350,"UIC-Halsted","11/23/2014","U",1689,2014-11-23,11,"Nov",2014,23,"Sunday"
"961119",40350,"UIC-Halsted","04/16/2011","A",2339,2011-04-16,4,"Apr",2011,16,"Saturday"
"961278",40350,"UIC-Halsted","11/08/2010","W",7201,2010-11-08,11,"Nov",2010,8,"Monday"
"961430",40350,"UIC-Halsted","07/17/2004","A",1215,2004-07-17,7,"Jul",2004,17,"Saturday"
"961581",40350,"UIC-Halsted","09/13/2017","W",8869,2017-09-13,9,"Sep",2017,13,"Wednesday"
"961729",40350,"UIC-Halsted","11/04/2016","W",9864,2016-11-04,11,"Nov",2016,4,"Friday"
"962160",40350,"UIC-Halsted","09/24/2001","W",6063,2001-09-24,9,"Sep",2001,24,"Monday"
"962178",40350,"UIC-Halsted","04/24/2017","W",6775,2017-04-24,4,"Apr",2017,24,"Monday"
"962278",40350,"UIC-Halsted","02/10/2002","U",769,2002-02-10,2,"Feb",2002,10,"Sunday"
"962313",40350,"UIC-Halsted","08/08/2008","W",3140,2008-08-08,8,"Aug",2008,8,"Friday"
"962335",40350,"UIC-Halsted","06/16/2014","W",3866,2014-06-16,6,"Jun",2014,16,"Monday"
"962361",40350,"UIC-Halsted","05/07/2017","U",1370,2017-05-07,5,"May",2017,7,"Sunday"
"962535",40350,"UIC-Halsted","02/27/2006","W",6035,2006-02-27,2,"Feb",2006,27,"Monday"
"962695",40350,"UIC-Halsted","06/17/2012","U",1466,2012-06-17,6,"Jun",2012,17,"Sunday"
"962702",40350,"UIC-Halsted","12/30/2011","W",1676,2011-12-30,12,"Dec",2011,30,"Friday"
"962779",40350,"UIC-Halsted","02/12/2008","W",5594,2008-02-12,2,"Feb",2008,12,"Tuesday"
"962879",40350,"UIC-Halsted","04/12/2008","A",1881,2008-04-12,4,"Apr",2008,12,"Saturday"
"963103",40350,"UIC-Halsted","02/01/2001","W",4596,2001-02-01,2,"Feb",2001,1,"Thursday"
"963123",40350,"UIC-Halsted","10/24/2006","W",6467,2006-10-24,10,"Oct",2006,24,"Tuesday"
"963130",40350,"UIC-Halsted","02/23/2005","W",6151,2005-02-23,2,"Feb",2005,23,"Wednesday"
"963348",40350,"UIC-Halsted","10/11/2014","A",2827,2014-10-11,10,"Oct",2014,11,"Saturday"
"963554",40350,"UIC-Halsted","06/02/2001","A",746,2001-06-02,6,"Jun",2001,2,"Saturday"
"964027",40350,"UIC-Halsted","06/05/2010","A",1263,2010-06-05,6,"Jun",2010,5,"Saturday"
"964098",40350,"UIC-Halsted","09/25/2014","W",7973,2014-09-25,9,"Sep",2014,25,"Thursday"
"964231",40350,"UIC-Halsted","12/10/2011","A",2107,2011-12-10,12,"Dec",2011,10,"Saturday"
"964285",40350,"UIC-Halsted","01/20/2001","A",943,2001-01-20,1,"Jan",2001,20,"Saturday"
"964329",40350,"UIC-Halsted","11/29/2011","W",7145,2011-11-29,11,"Nov",2011,29,"Tuesday"
"964342",40350,"UIC-Halsted","05/10/2008","A",1597,2008-05-10,5,"May",2008,10,"Saturday"
"964372",40350,"UIC-Halsted","03/29/2005","W",5740,2005-03-29,3,"Mar",2005,29,"Tuesday"
"964639",40350,"UIC-Halsted","02/23/2004","W",5797,2004-02-23,2,"Feb",2004,23,"Monday"
"964690",40350,"UIC-Halsted","11/11/2001","U",1007,2001-11-11,11,"Nov",2001,11,"Sunday"
"964707",40350,"UIC-Halsted","08/05/2012","U",1637,2012-08-05,8,"Aug",2012,5,"Sunday"
"964914",40350,"UIC-Halsted","05/28/2002","W",2455,2002-05-28,5,"May",2002,28,"Tuesday"
"964941",40350,"UIC-Halsted","08/17/2016","W",3845,2016-08-17,8,"Aug",2016,17,"Wednesday"
"965111",40350,"UIC-Halsted","02/09/2004","W",5888,2004-02-09,2,"Feb",2004,9,"Monday"
"965271",40350,"UIC-Halsted","05/28/2009","W",3017,2009-05-28,5,"May",2009,28,"Thursday"
"965486",40350,"UIC-Halsted","06/05/2012","W",3808,2012-06-05,6,"Jun",2012,5,"Tuesday"
"965625",40350,"UIC-Halsted","12/16/2013","W",3304,2013-12-16,12,"Dec",2013,16,"Monday"
"965931",40350,"UIC-Halsted","05/05/2007","A",1494,2007-05-05,5,"May",2007,5,"Saturday"
"966448",40350,"UIC-Halsted","06/18/2012","W",3979,2012-06-18,6,"Jun",2012,18,"Monday"
"966537",40350,"UIC-Halsted","09/27/2015","U",1862,2015-09-27,9,"Sep",2015,27,"Sunday"
"967067",40350,"UIC-Halsted","08/26/2011","W",7547,2011-08-26,8,"Aug",2011,26,"Friday"
"967174",40350,"UIC-Halsted","03/16/2002","A",1724,2002-03-16,3,"Mar",2002,16,"Saturday"
"967371",40350,"UIC-Halsted","11/10/2016","W",8277,2016-11-10,11,"Nov",2016,10,"Thursday"
"967407",40350,"UIC-Halsted","03/28/2010","U",1051,2010-03-28,3,"Mar",2010,28,"Sunday"
"967408",40350,"UIC-Halsted","07/03/2008","W",4439,2008-07-03,7,"Jul",2008,3,"Thursday"
"967485",40350,"UIC-Halsted","03/10/2008","W",5271,2008-03-10,3,"Mar",2008,10,"Monday"
"967596",40350,"UIC-Halsted","05/24/2005","W",2588,2005-05-24,5,"May",2005,24,"Tuesday"
"967893",40350,"UIC-Halsted","05/09/2005","W",2710,2005-05-09,5,"May",2005,9,"Monday"
"967962",40350,"UIC-Halsted","09/16/2002","W",7145,2002-09-16,9,"Sep",2002,16,"Monday"
"968197",40350,"UIC-Halsted","03/18/2005","W",5388,2005-03-18,3,"Mar",2005,18,"Friday"
"968341",40350,"UIC-Halsted","04/26/2013","W",6946,2013-04-26,4,"Apr",2013,26,"Friday"
"968377",40350,"UIC-Halsted","08/31/2006","W",6918,2006-08-31,8,"Aug",2006,31,"Thursday"
"968398",40350,"UIC-Halsted","09/21/2010","W",7518,2010-09-21,9,"Sep",2010,21,"Tuesday"
"968414",40350,"UIC-Halsted","01/28/2015","W",7282,2015-01-28,1,"Jan",2015,28,"Wednesday"
"969117",40350,"UIC-Halsted","10/20/2008","W",6547,2008-10-20,10,"Oct",2008,20,"Monday"
"969145",40350,"UIC-Halsted","07/28/2007","A",1077,2007-07-28,7,"Jul",2007,28,"Saturday"
"969334",40350,"UIC-Halsted","03/28/2014","W",3351,2014-03-28,3,"Mar",2014,28,"Friday"
"969848",40350,"UIC-Halsted","01/19/2015","W",2197,2015-01-19,1,"Jan",2015,19,"Monday"
"970049",40350,"UIC-Halsted","01/26/2011","W",6927,2011-01-26,1,"Jan",2011,26,"Wednesday"
"970080",40350,"UIC-Halsted","05/01/2010","A",1883,2010-05-01,5,"May",2010,1,"Saturday"
"970106",40350,"UIC-Halsted","10/02/2016","U",1667,2016-10-02,10,"Oct",2016,2,"Sunday"
"970127",40350,"UIC-Halsted","04/02/2016","A",2212,2016-04-02,4,"Apr",2016,2,"Saturday"
"970134",40350,"UIC-Halsted","06/06/2001","W",3001,2001-06-06,6,"Jun",2001,6,"Wednesday"
"970143",40350,"UIC-Halsted","02/10/2005","W",6162,2005-02-10,2,"Feb",2005,10,"Thursday"
"970222",40350,"UIC-Halsted","10/24/2017","W",8296,2017-10-24,10,"Oct",2017,24,"Tuesday"
"970611",40350,"UIC-Halsted","06/07/2010","W",2966,2010-06-07,6,"Jun",2010,7,"Monday"
"970626",40350,"UIC-Halsted","11/23/2013","A",2925,2013-11-23,11,"Nov",2013,23,"Saturday"
"970931",40350,"UIC-Halsted","08/29/2015","A",2358,2015-08-29,8,"Aug",2015,29,"Saturday"
"971039",40350,"UIC-Halsted","04/18/2001","W",4267,2001-04-18,4,"Apr",2001,18,"Wednesday"
"971087",40350,"UIC-Halsted","11/18/2014","W",7153,2014-11-18,11,"Nov",2014,18,"Tuesday"
"971101",40350,"UIC-Halsted","06/26/2012","W",4005,2012-06-26,6,"Jun",2012,26,"Tuesday"
"971169",40350,"UIC-Halsted","08/21/2012","W",3477,2012-08-21,8,"Aug",2012,21,"Tuesday"
"971185",40350,"UIC-Halsted","05/06/2017","A",2026,2017-05-06,5,"May",2017,6,"Saturday"
"971291",40350,"UIC-Halsted","05/07/2010","W",4381,2010-05-07,5,"May",2010,7,"Friday"
"971434",40350,"UIC-Halsted","10/24/2001","W",6099,2001-10-24,10,"Oct",2001,24,"Wednesday"
"971474",40350,"UIC-Halsted","07/03/2012","W",3841,2012-07-03,7,"Jul",2012,3,"Tuesday"
"971737",40350,"UIC-Halsted","01/15/2011","A",1997,2011-01-15,1,"Jan",2011,15,"Saturday"
"971750",40350,"UIC-Halsted","11/15/2013","W",7407,2013-11-15,11,"Nov",2013,15,"Friday"
"971776",40350,"UIC-Halsted","02/03/2006","W",6375,2006-02-03,2,"Feb",2006,3,"Friday"
"971801",40350,"UIC-Halsted","04/04/2005","W",5764,2005-04-04,4,"Apr",2005,4,"Monday"
"972006",40350,"UIC-Halsted","01/19/2006","W",6598,2006-01-19,1,"Jan",2006,19,"Thursday"
"972183",40350,"UIC-Halsted","03/20/2016","U",1419,2016-03-20,3,"Mar",2016,20,"Sunday"
"972217",40350,"UIC-Halsted","06/22/2002","A",1273,2002-06-22,6,"Jun",2002,22,"Saturday"
"972285",40350,"UIC-Halsted","04/06/2008","U",1360,2008-04-06,4,"Apr",2008,6,"Sunday"
"972453",40350,"UIC-Halsted","04/04/2008","W",5578,2008-04-04,4,"Apr",2008,4,"Friday"
"972470",40350,"UIC-Halsted","10/27/2004","W",6894,2004-10-27,10,"Oct",2004,27,"Wednesday"
"972473",40350,"UIC-Halsted","11/10/2001","A",1539,2001-11-10,11,"Nov",2001,10,"Saturday"
"972497",40350,"UIC-Halsted","02/18/2011","W",6786,2011-02-18,2,"Feb",2011,18,"Friday"
"972616",40350,"UIC-Halsted","09/18/2004","A",1748,2004-09-18,9,"Sep",2004,18,"Saturday"
"972768",40350,"UIC-Halsted","04/23/2003","W",5847,2003-04-23,4,"Apr",2003,23,"Wednesday"
"972892",40350,"UIC-Halsted","02/17/2015","W",6823,2015-02-17,2,"Feb",2015,17,"Tuesday"
"973094",40350,"UIC-Halsted","05/23/2003","W",2319,2003-05-23,5,"May",2003,23,"Friday"
"973139",40350,"UIC-Halsted","01/20/2017","W",7229,2017-01-20,1,"Jan",2017,20,"Friday"
"973393",40350,"UIC-Halsted","02/26/2004","W",5853,2004-02-26,2,"Feb",2004,26,"Thursday"
"973401",40350,"UIC-Halsted","12/19/2007","W",2359,2007-12-19,12,"Dec",2007,19,"Wednesday"
"973485",40350,"UIC-Halsted","02/01/2016","W",7528,2016-02-01,2,"Feb",2016,1,"Monday"
"973495",40350,"UIC-Halsted","04/03/2004","A",2286,2004-04-03,4,"Apr",2004,3,"Saturday"
"973517",40350,"UIC-Halsted","06/25/2011","A",2019,2011-06-25,6,"Jun",2011,25,"Saturday"
"973669",40350,"UIC-Halsted","02/24/2002","U",719,2002-02-24,2,"Feb",2002,24,"Sunday"
"973822",40350,"UIC-Halsted","12/10/2012","W",5855,2012-12-10,12,"Dec",2012,10,"Monday"
"973898",40350,"UIC-Halsted","08/08/2003","W",2557,2003-08-08,8,"Aug",2003,8,"Friday"
"973921",40350,"UIC-Halsted","12/24/2007","W",727,2007-12-24,12,"Dec",2007,24,"Monday"
"974084",40350,"UIC-Halsted","05/06/2006","A",1535,2006-05-06,5,"May",2006,6,"Saturday"
"974919",40350,"UIC-Halsted","10/07/2001","U",2383,2001-10-07,10,"Oct",2001,7,"Sunday"
"975198",40350,"UIC-Halsted","11/15/2001","W",5614,2001-11-15,11,"Nov",2001,15,"Thursday"
"975416",40350,"UIC-Halsted","04/10/2012","W",7160,2012-04-10,4,"Apr",2012,10,"Tuesday"
"975731",40350,"UIC-Halsted","10/10/2012","W",8190,2012-10-10,10,"Oct",2012,10,"Wednesday"
"975734",40350,"UIC-Halsted","10/06/2002","U",1115,2002-10-06,10,"Oct",2002,6,"Sunday"
"975975",40350,"UIC-Halsted","07/17/2007","W",3234,2007-07-17,7,"Jul",2007,17,"Tuesday"
"976011",40350,"UIC-Halsted","10/27/2006","W",6172,2006-10-27,10,"Oct",2006,27,"Friday"
"976030",40350,"UIC-Halsted","08/02/2002","W",2584,2002-08-02,8,"Aug",2002,2,"Friday"
"976131",40350,"UIC-Halsted","10/23/2001","W",6036,2001-10-23,10,"Oct",2001,23,"Tuesday"
"976341",40350,"UIC-Halsted","10/04/2009","U",441,2009-10-04,10,"Oct",2009,4,"Sunday"
"976543",40350,"UIC-Halsted","04/11/2017","W",7077,2017-04-11,4,"Apr",2017,11,"Tuesday"
"976835",40350,"UIC-Halsted","03/02/2004","W",5843,2004-03-02,3,"Mar",2004,2,"Tuesday"
"976915",40350,"UIC-Halsted","04/28/2013","U",1774,2013-04-28,4,"Apr",2013,28,"Sunday"
"976932",40350,"UIC-Halsted","01/11/2017","W",7598,2017-01-11,1,"Jan",2017,11,"Wednesday"
"977016",40350,"UIC-Halsted","12/21/2011","W",2761,2011-12-21,12,"Dec",2011,21,"Wednesday"
"977070",40350,"UIC-Halsted","03/24/2017","W",3079,2017-03-24,3,"Mar",2017,24,"Friday"
"977108",40350,"UIC-Halsted","07/29/2014","W",3918,2014-07-29,7,"Jul",2014,29,"Tuesday"
"977118",40350,"UIC-Halsted","01/06/2002","U",600,2002-01-06,1,"Jan",2002,6,"Sunday"
"977154",40350,"UIC-Halsted","06/30/2014","W",3795,2014-06-30,6,"Jun",2014,30,"Monday"
"977336",40350,"UIC-Halsted","04/11/2005","W",5738,2005-04-11,4,"Apr",2005,11,"Monday"
"977489",40350,"UIC-Halsted","04/04/2013","W",7167,2013-04-04,4,"Apr",2013,4,"Thursday"
"977717",40350,"UIC-Halsted","01/21/2015","W",7361,2015-01-21,1,"Jan",2015,21,"Wednesday"
"977843",40350,"UIC-Halsted","12/08/2010","W",5384,2010-12-08,12,"Dec",2010,8,"Wednesday"
"977862",40350,"UIC-Halsted","07/27/2007","W",2459,2007-07-27,7,"Jul",2007,27,"Friday"
"977887",40350,"UIC-Halsted","02/22/2012","W",7273,2012-02-22,2,"Feb",2012,22,"Wednesday"
"978166",40350,"UIC-Halsted","07/21/2013","U",1729,2013-07-21,7,"Jul",2013,21,"Sunday"
"978502",40350,"UIC-Halsted","09/08/2008","W",6644,2008-09-08,9,"Sep",2008,8,"Monday"
"978544",40350,"UIC-Halsted","02/15/2001","W",4597,2001-02-15,2,"Feb",2001,15,"Thursday"
"978582",40350,"UIC-Halsted","07/08/2012","U",1315,2012-07-08,7,"Jul",2012,8,"Sunday"
"978613",40350,"UIC-Halsted","08/27/2013","W",7992,2013-08-27,8,"Aug",2013,27,"Tuesday"
"978621",40350,"UIC-Halsted","09/30/2015","W",8498,2015-09-30,9,"Sep",2015,30,"Wednesday"
"978699",40350,"UIC-Halsted","07/13/2009","W",3376,2009-07-13,7,"Jul",2009,13,"Monday"
"979064",40350,"UIC-Halsted","02/16/2003","U",883,2003-02-16,2,"Feb",2003,16,"Sunday"
"979251",40350,"UIC-Halsted","08/03/2011","W",3670,2011-08-03,8,"Aug",2011,3,"Wednesday"
"979320",40350,"UIC-Halsted","05/17/2007","W",2382,2007-05-17,5,"May",2007,17,"Thursday"
"979945",40350,"UIC-Halsted","12/16/2005","W",2597,2005-12-16,12,"Dec",2005,16,"Friday"
"979997",40350,"UIC-Halsted","05/17/2001","W",2445,2001-05-17,5,"May",2001,17,"Thursday"
"980155",40350,"UIC-Halsted","11/04/2001","U",943,2001-11-04,11,"Nov",2001,4,"Sunday"
"980190",40350,"UIC-Halsted","05/20/2009","W",2603,2009-05-20,5,"May",2009,20,"Wednesday"
"980289",40350,"UIC-Halsted","03/17/2014","W",7217,2014-03-17,3,"Mar",2014,17,"Monday"
"980326",40350,"UIC-Halsted","06/27/2006","W",3739,2006-06-27,6,"Jun",2006,27,"Tuesday"
"980703",40350,"UIC-Halsted","08/09/2009","U",1050,2009-08-09,8,"Aug",2009,9,"Sunday"
"980791",40350,"UIC-Halsted","04/19/2017","W",7045,2017-04-19,4,"Apr",2017,19,"Wednesday"
"980891",40350,"UIC-Halsted","07/28/2002","U",895,2002-07-28,7,"Jul",2002,28,"Sunday"
"980933",40350,"UIC-Halsted","01/08/2005","A",1084,2005-01-08,1,"Jan",2005,8,"Saturday"
"980965",40350,"UIC-Halsted","03/13/2007","W",5661,2007-03-13,3,"Mar",2007,13,"Tuesday"
"981205",40350,"UIC-Halsted","05/18/2002","A",1070,2002-05-18,5,"May",2002,18,"Saturday"
"981523",40350,"UIC-Halsted","02/27/2013","W",7345,2013-02-27,2,"Feb",2013,27,"Wednesday"
"981681",40350,"UIC-Halsted","01/22/2010","W",5776,2010-01-22,1,"Jan",2010,22,"Friday"
"981794",40350,"UIC-Halsted","12/30/2005","W",1523,2005-12-30,12,"Dec",2005,30,"Friday"
"981953",40350,"UIC-Halsted","03/26/2013","W",3185,2013-03-26,3,"Mar",2013,26,"Tuesday"
"982193",40350,"UIC-Halsted","04/24/2006","W",5891,2006-04-24,4,"Apr",2006,24,"Monday"
"982569",40350,"UIC-Halsted","02/15/2005","W",5989,2005-02-15,2,"Feb",2005,15,"Tuesday"
"982915",40350,"UIC-Halsted","02/21/2001","W",4467,2001-02-21,2,"Feb",2001,21,"Wednesday"
"983107",40350,"UIC-Halsted","09/02/2009","W",6789,2009-09-02,9,"Sep",2009,2,"Wednesday"
"983140",40350,"UIC-Halsted","01/06/2001","A",729,2001-01-06,1,"Jan",2001,6,"Saturday"
"983188",40350,"UIC-Halsted","10/30/2006","W",6174,2006-10-30,10,"Oct",2006,30,"Monday"
"983487",40350,"UIC-Halsted","10/12/2008","U",5457,2008-10-12,10,"Oct",2008,12,"Sunday"
"983741",40350,"UIC-Halsted","08/08/2017","W",3095,2017-08-08,8,"Aug",2017,8,"Tuesday"
"984103",40350,"UIC-Halsted","06/18/2001","W",2824,2001-06-18,6,"Jun",2001,18,"Monday"
"984209",40350,"UIC-Halsted","12/15/2005","W",2838,2005-12-15,12,"Dec",2005,15,"Thursday"
"984280",40350,"UIC-Halsted","01/24/2016","U",1400,2016-01-24,1,"Jan",2016,24,"Sunday"
"984399",40350,"UIC-Halsted","05/02/2008","W",5704,2008-05-02,5,"May",2008,2,"Friday"
"984456",40350,"UIC-Halsted","11/05/2009","W",6311,2009-11-05,11,"Nov",2009,5,"Thursday"
"984862",40350,"UIC-Halsted","07/21/2004","W",3468,2004-07-21,7,"Jul",2004,21,"Wednesday"
"984953",40350,"UIC-Halsted","09/06/2002","W",7030,2002-09-06,9,"Sep",2002,6,"Friday"
"984961",40350,"UIC-Halsted","01/11/2003","A",1114,2003-01-11,1,"Jan",2003,11,"Saturday"
"985040",40350,"UIC-Halsted","11/14/2014","W",7679,2014-11-14,11,"Nov",2014,14,"Friday"
"985042",40350,"UIC-Halsted","07/10/2011","U",1421,2011-07-10,7,"Jul",2011,10,"Sunday"
"985231",40350,"UIC-Halsted","03/21/2010","U",1015,2010-03-21,3,"Mar",2010,21,"Sunday"
"985287",40350,"UIC-Halsted","09/18/2010","A",2736,2010-09-18,9,"Sep",2010,18,"Saturday"
"985501",40350,"UIC-Halsted","02/23/2002","A",1126,2002-02-23,2,"Feb",2002,23,"Saturday"
"985509",40350,"UIC-Halsted","08/03/2001","W",2404,2001-08-03,8,"Aug",2001,3,"Friday"
"985552",40350,"UIC-Halsted","07/23/2011","A",1925,2011-07-23,7,"Jul",2011,23,"Saturday"
"985649",40350,"UIC-Halsted","10/11/2017","W",8637,2017-10-11,10,"Oct",2017,11,"Wednesday"
"985994",40350,"UIC-Halsted","04/12/2014","A",2748,2014-04-12,4,"Apr",2014,12,"Saturday"
"986077",40350,"UIC-Halsted","01/06/2014","W",920,2014-01-06,1,"Jan",2014,6,"Monday"
